Entity,Code,Year,Final to primary energy ratio (%)
Australia,AUS,2004,65.0934281572596
Australia,AUS,2005,63.3081856287434
Australia,AUS,2006,62.9551556934431
Australia,AUS,2007,62.5672542548504
Australia,AUS,2008,61.2777808165328
Australia,AUS,2009,59.2605390585536
Australia,AUS,2010,60.3522913790561
Austria,AUT,1990,79.3617416927858
Austria,AUT,1991,80.1416000313454
Austria,AUT,1992,81.3397809649092
Austria,AUT,1993,81.4550721271581
Austria,AUT,1994,79.5628496938543
Austria,AUT,1995,79.3472775322639
Austria,AUT,1996,81.1482849188241
Austria,AUT,1997,80.8299292430599
Austria,AUT,1998,80.9082542536087
Austria,AUT,1999,81.8877413864029
Austria,AUT,2000,82.4230576038477
Austria,AUT,2001,82.7520694244027
Austria,AUT,2002,82.48947318259
Austria,AUT,2003,82.3043344991614
Austria,AUT,2004,82.4623128992005
Austria,AUT,2005,82.0801258975552
Austria,AUT,2006,81.8126902779797
Austria,AUT,2007,81.3974857181379
Austria,AUT,2008,81.6222464930939
Austria,AUT,2009,82.5786703884804
Austria,AUT,2010,81.7091569612198
Azerbaijan,AZE,1990,61.1980714678081
Azerbaijan,AZE,1991,63.1330527332312
Azerbaijan,AZE,1992,63.2372590116207
Azerbaijan,AZE,1993,51.6991572741555
Azerbaijan,AZE,1994,67.519283117939
Azerbaijan,AZE,1995,69.2698988718993
Azerbaijan,AZE,1996,65.3633352412222
Azerbaijan,AZE,1997,61.9506617228149
Azerbaijan,AZE,1998,56.3914356476821
Azerbaijan,AZE,1999,56.7644709153671
Azerbaijan,AZE,2000,58.6089528695367
Azerbaijan,AZE,2001,56.2894986908421
Azerbaijan,AZE,2002,58.047355582609
Azerbaijan,AZE,2003,57.2801244405833
Azerbaijan,AZE,2004,57.234439760395
Azerbaijan,AZE,2005,58.9517260181452
Azerbaijan,AZE,2006,56.0573905607683
Azerbaijan,AZE,2007,54.1641869144582
Azerbaijan,AZE,2008,58.2889743536805
Azerbaijan,AZE,2009,56.2189661582833
Azerbaijan,AZE,2010,57.6383263594308
Bahrain,BHR,1990,54.5185826091067
Bahrain,BHR,1991,57.2209129065431
Bahrain,BHR,1992,53.2986276159309
Bahrain,BHR,1993,49.6540516395165
Bahrain,BHR,1994,46.0777874791181
Bahrain,BHR,1995,48.7559028857088
Bahrain,BHR,1996,50.5305319876878
Bahrain,BHR,1997,47.7242347632111
Bahrain,BHR,1998,45.1732828828604
Bahrain,BHR,1999,45.3460963817799
Bahrain,BHR,2000,43.4514781167628
Bahrain,BHR,2001,45.2150415544845
Bahrain,BHR,2002,45.4032869256571
Bahrain,BHR,2003,43.9132662949998
Bahrain,BHR,2004,43.3884871181895
Bahrain,BHR,2005,44.984773645607
Bahrain,BHR,2006,49.624060932032
Bahrain,BHR,2007,47.0042718047789
Bahrain,BHR,2008,54.0183055833207
Bahrain,BHR,2009,53.8338395637735
Bahrain,BHR,2010,54.5930446548459
Bangladesh,BGD,1990,86.1548270269052
Bangladesh,BGD,1991,85.3361853656124
Bangladesh,BGD,1992,84.9537508612714
Bangladesh,BGD,1993,83.8935791662528
Bangladesh,BGD,1994,84.5848211954111
Bangladesh,BGD,1995,85.1585655297229
Bangladesh,BGD,1996,85.3341786354738
Bangladesh,BGD,1997,84.7285643830084
Bangladesh,BGD,1998,84.0619185809744
Bangladesh,BGD,1999,82.7320552875446
Bangladesh,BGD,2000,82.2137229076379
Bangladesh,BGD,2001,81.0773525573553
Bangladesh,BGD,2002,80.1928947562698
Bangladesh,BGD,2003,82.0322385628835
Bangladesh,BGD,2004,79.5648746487445
Bangladesh,BGD,2005,78.957909036199
Bangladesh,BGD,2006,76.7427242787353
Bangladesh,BGD,2007,77.8681634285307
Bangladesh,BGD,2008,78.069468939489
Bangladesh,BGD,2009,77.7864398081534
Bangladesh,BGD,2010,73.7568589786174
Belarus,BLR,1990,75.7015723454319
Belarus,BLR,1991,74.49009683398
Belarus,BLR,1992,74.4950376040989
Belarus,BLR,1993,75.4770893990389
Belarus,BLR,1994,72.082424492637
Belarus,BLR,1995,73.884652446202
Belarus,BLR,1996,75.0559827442314
Belarus,BLR,1997,73.7781020323953
Belarus,BLR,1998,75.2184960580642
Belarus,BLR,1999,75.3619260397698
Belarus,BLR,2000,73.4410482183989
Belarus,BLR,2001,74.0018679151416
Belarus,BLR,2002,73.6579981583091
Belarus,BLR,2003,73.9745129862017
Belarus,BLR,2004,70.9932340839741
Belarus,BLR,2005,71.0997634102099
Belarus,BLR,2006,71.8651129368292
Belarus,BLR,2007,71.5671069410465
Belarus,BLR,2008,70.3754068753415
Belarus,BLR,2009,71.9825378209468
Belarus,BLR,2010,71.859031518931
Belgium,BEL,1990,66.4185194942103
Belgium,BEL,1991,67.3402140538524
Belgium,BEL,1992,67.7023866813777
Belgium,BEL,1993,68.4362831653729
Belgium,BEL,1994,70.3537913313465
Belgium,BEL,1995,70.4609927479098
Belgium,BEL,1996,71.0623352711946
Belgium,BEL,1997,70.2430165029107
Belgium,BEL,1998,69.9867983464366
Belgium,BEL,1999,69.8471450677089
Belgium,BEL,2000,70.7309691558783
Belgium,BEL,2001,72.3158445316451
Belgium,BEL,2002,71.2082576321272
Belgium,BEL,2003,70.9760177316446
Belgium,BEL,2004,71.0162106280241
Belgium,BEL,2005,70.7852379189012
Belgium,BEL,2006,70.0843442416925
Belgium,BEL,2007,69.5323202097647
Belgium,BEL,2008,72.3062886855045
Belgium,BEL,2009,68.6871130182109
Belgium,BEL,2010,68.4926124990536
Benin,BEN,1990,86.4408560936708
Benin,BEN,1991,86.1264225084692
Benin,BEN,1992,86.1587989505259
Benin,BEN,1993,86.0769538415755
Benin,BEN,1994,86.1960214354216
Benin,BEN,1995,86.1002864940461
Benin,BEN,1996,91.6417534202155
Benin,BEN,1997,91.5134784639565
Benin,BEN,1998,91.6827031532136
Benin,BEN,1999,86.9888144061004
Benin,BEN,2000,84.0043474055007
Benin,BEN,2001,85.7238170107589
Benin,BEN,2002,85.7775784006771
Benin,BEN,2003,85.5800493399607
Benin,BEN,2004,86.0897907957973
Benin,BEN,2005,90.4632544856117
Benin,BEN,2006,87.6022156631477
Benin,BEN,2007,87.2808880288034
Benin,BEN,2008,87.2780633728862
Benin,BEN,2009,88.5485913609881
Benin,BEN,2010,87.8431314350628
Bolivia,BOL,1990,82.6476104073716
Bolivia,BOL,1991,83.0885462507758
Bolivia,BOL,1992,78.6776805212404
Bolivia,BOL,1993,79.033333128914
Bolivia,BOL,1994,75.3158576212586
Bolivia,BOL,1995,72.1779695292169
Bolivia,BOL,1996,64.5626426286194
Bolivia,BOL,1997,59.8046849741971
Bolivia,BOL,1998,59.0235202996137
Bolivia,BOL,1999,62.5708980797774
Bolivia,BOL,2000,76.1157112472263
Bolivia,BOL,2001,96.8510552300039
Bolivia,BOL,2002,82.3282365414193
Bolivia,BOL,2003,82.243422348992
Bolivia,BOL,2004,91.5968223414626
Bolivia,BOL,2005,67.0610781638559
Bolivia,BOL,2006,59.0057738037212
Bolivia,BOL,2007,75.2396328385462
Bolivia,BOL,2008,76.802953518124
Bolivia,BOL,2009,77.0957395272116
Bolivia,BOL,2010,78.7447480172043
Bosnia and Herzegovina,BIH,1990,69.7304755808556
Bosnia and Herzegovina,BIH,1991,69.7639851132998
Bosnia and Herzegovina,BIH,1992,65.1764293316314
Bosnia and Herzegovina,BIH,1993,62.1553798952727
Bosnia and Herzegovina,BIH,1994,84.4522377144485
Bosnia and Herzegovina,BIH,1995,82.9656038028947
Bosnia and Herzegovina,BIH,1996,71.4247707349879
Bosnia and Herzegovina,BIH,1997,52.0522075320048
Bosnia and Herzegovina,BIH,1998,46.6587517130007
Bosnia and Herzegovina,BIH,1999,45.576407796548
Bosnia and Herzegovina,BIH,2000,51.9629444656081
Bosnia and Herzegovina,BIH,2001,53.8072787353319
Bosnia and Herzegovina,BIH,2002,51.5260077000841
Bosnia and Herzegovina,BIH,2003,50.2850149407524
Bosnia and Herzegovina,BIH,2004,51.3804301487495
Bosnia and Herzegovina,BIH,2005,51.8581610798813
Bosnia and Herzegovina,BIH,2006,51.5722596624826
Bosnia and Herzegovina,BIH,2007,53.9015484352314
Bosnia and Herzegovina,BIH,2008,55.8679600870018
Bosnia and Herzegovina,BIH,2009,48.0840217286109
Bosnia and Herzegovina,BIH,2010,49.5681607224851
Botswana,BWA,1990,71.3581559504664
Botswana,BWA,1991,74.6025285799238
Botswana,BWA,1992,74.350936704409
Botswana,BWA,1993,74.8465564822616
Botswana,BWA,1994,73.5786363749302
Botswana,BWA,1995,72.6228938669469
Botswana,BWA,1996,78.7882710950903
Botswana,BWA,1997,77.5318690749373
Botswana,BWA,1998,80.4517476756258
Botswana,BWA,1999,75.7393801884168
Botswana,BWA,2000,78.494936789369
Botswana,BWA,2001,79.028686165927
Botswana,BWA,2002,78.5452688640156
Botswana,BWA,2003,79.2226148232851
Botswana,BWA,2004,77.1544598761741
Botswana,BWA,2005,78.8822314144289
Botswana,BWA,2006,80.5797211188222
Botswana,BWA,2007,86.0269912773567
Botswana,BWA,2008,84.2922833970184
Botswana,BWA,2009,87.6798618086772
Botswana,BWA,2010,82.3911392045751
Brazil,BRA,1990,79.5493159079414
Brazil,BRA,1991,79.1821535767914
Brazil,BRA,1992,79.5836233626317
Brazil,BRA,1993,79.8023486189336
Brazil,BRA,1994,79.8155087046145
Brazil,BRA,1995,80.4259585127591
Brazil,BRA,1996,80.2190791553272
Brazil,BRA,1997,80.6606150198476
Brazil,BRA,1998,81.3323343273774
Brazil,BRA,1999,81.3132158681348
Brazil,BRA,2000,81.8023468206057
Brazil,BRA,2001,80.0346503628259
Brazil,BRA,2002,80.5738503145137
Brazil,BRA,2003,80.3305778506831
Brazil,BRA,2004,80.3232332449243
Brazil,BRA,2005,79.7637883542537
Brazil,BRA,2006,79.583028009103
Brazil,BRA,2007,79.6894429669701
Brazil,BRA,2008,78.3356871014233
Brazil,BRA,2009,79.4002776691017
Brazil,BRA,2010,79.2892858330427
Brunei,BRN,1990,19.9219393200183
Brunei,BRN,1991,18.2767301730012
Brunei,BRN,1992,19.3656556157554
Brunei,BRN,1993,21.7480720861075
Brunei,BRN,1994,24.9337703701626
Brunei,BRN,1995,23.0230879254582
Brunei,BRN,1996,25.1318512910815
Brunei,BRN,1997,26.5913936157666
Brunei,BRN,1998,24.8930516565233
Brunei,BRN,1999,23.6351660300212
Brunei,BRN,2000,23.4341799758043
Brunei,BRN,2001,24.1289506065808
Brunei,BRN,2002,25.7706000562812
Brunei,BRN,2003,24.465898566295
Brunei,BRN,2004,28.2219939675225
Brunei,BRN,2005,28.9358648238844
Brunei,BRN,2006,46.0239434845313
Brunei,BRN,2007,45.9654850226227
Brunei,BRN,2008,44.2590357060729
Brunei,BRN,2009,52.9069537147506
Brunei,BRN,2010,51.308379406211
Bulgaria,BGR,1990,61.0340812627052
Bulgaria,BGR,1991,58.0262140412925
Bulgaria,BGR,1992,54.7992558522466
Bulgaria,BGR,1993,51.6287249673851
Bulgaria,BGR,1994,53.0343183959515
Bulgaria,BGR,1995,51.4848163582868
Bulgaria,BGR,1996,53.9168590810801
Bulgaria,BGR,1997,53.1763641922558
Bulgaria,BGR,1998,53.6986754165087
Bulgaria,BGR,1999,51.6472630159337
Bulgaria,BGR,2000,51.0481808002578
Bulgaria,BGR,2001,48.9766567068299
Bulgaria,BGR,2002,48.0368694924397
Bulgaria,BGR,2003,50.5146785465045
Bulgaria,BGR,2004,52.2053763017332
Bulgaria,BGR,2005,51.8835264081851
Bulgaria,BGR,2006,52.5663762123577
Bulgaria,BGR,2007,52.8897818924439
Bulgaria,BGR,2008,53.6073544460708
Bulgaria,BGR,2009,51.5573615515034
Bulgaria,BGR,2010,50.8266747645392
Cambodia,KHM,1993,97.1580783006565
Cambodia,KHM,1994,99.2626949206198
Cambodia,KHM,1995,89.6257222649583
Cambodia,KHM,1996,89.3530989926859
Cambodia,KHM,1997,89.1009785142304
Cambodia,KHM,1998,87.8651667878461
Cambodia,KHM,1999,87.0151521828065
Cambodia,KHM,2000,86.571763423589
Cambodia,KHM,2001,86.4837537424183
Cambodia,KHM,2002,86.540719584572
Cambodia,KHM,2003,86.2896604421327
Cambodia,KHM,2004,84.609313238478
Cambodia,KHM,2005,83.6067505365138
Cambodia,KHM,2006,83.391782717476
Cambodia,KHM,2007,82.2849053858319
Cambodia,KHM,2008,82.3853291586086
Cambodia,KHM,2009,84.1008717815585
Cambodia,KHM,2010,84.8362097455363
Cameroon,CMR,1990,95.409618658411
Cameroon,CMR,1991,94.9955017864863
Cameroon,CMR,1992,95.0089480468301
Cameroon,CMR,1993,95.0533214429028
Cameroon,CMR,1994,94.774339651607
Cameroon,CMR,1995,94.7729882747578
Cameroon,CMR,1996,94.4961626310964
Cameroon,CMR,1997,94.3643765471331
Cameroon,CMR,1998,94.3310181672151
Cameroon,CMR,1999,94.2150121709583
Cameroon,CMR,2000,94.085052523962
Cameroon,CMR,2001,93.9677927511168
Cameroon,CMR,2002,94.390766435443
Cameroon,CMR,2003,93.2818069125398
Cameroon,CMR,2004,93.1183903576316
Cameroon,CMR,2005,93.879482112604
Cameroon,CMR,2006,89.8416071402054
Cameroon,CMR,2007,83.9285681320614
Cameroon,CMR,2008,85.4627905376004
Cameroon,CMR,2009,83.3641615461917
Cameroon,CMR,2010,81.928898116311
Canada,CAN,1990,76.2748797080067
Canada,CAN,1991,75.762933398224
Canada,CAN,1992,75.3778817438531
Canada,CAN,1993,74.7691020204367
Canada,CAN,1994,74.8334150396302
Canada,CAN,1995,75.4890849253377
Canada,CAN,1996,76.4971282122789
Canada,CAN,1997,76.7503683893199
Canada,CAN,1998,75.186021708884
Canada,CAN,1999,75.8146696474285
Canada,CAN,2000,75.4634802624534
Canada,CAN,2001,74.1189273745629
Canada,CAN,2002,76.2015288302744
Canada,CAN,2003,75.1001461711473
Canada,CAN,2004,75.357344686032
Canada,CAN,2005,74.6439026377441
Canada,CAN,2006,73.3488922379888
Canada,CAN,2007,75.3839886688698
Canada,CAN,2008,75.6212956564632
Canada,CAN,2009,76.1539896434039
Canada,CAN,2010,77.819193625563
Caucasian and Central Asia,,1990,76.3312451949811
Caucasian and Central Asia,,1991,77.4223047764708
Caucasian and Central Asia,,1992,77.2360693702422
Caucasian and Central Asia,,1993,74.7251011641971
Caucasian and Central Asia,,1994,72.1383349868683
Caucasian and Central Asia,,1995,74.4879138559639
Caucasian and Central Asia,,1996,73.1211715974297
Caucasian and Central Asia,,1997,72.4731902544492
Caucasian and Central Asia,,1998,72.7854085170898
Caucasian and Central Asia,,1999,71.9485830135729
Caucasian and Central Asia,,2000,66.3098324685348
Caucasian and Central Asia,,2001,66.2451695994121
Caucasian and Central Asia,,2002,63.1059601155046
Caucasian and Central Asia,,2003,63.2923906304007
Caucasian and Central Asia,,2004,61.0038240409182
Caucasian and Central Asia,,2005,64.6097322405877
Caucasian and Central Asia,,2006,60.0972620437835
Caucasian and Central Asia,,2007,63.0868453988204
Caucasian and Central Asia,,2008,65.6629682581343
Caucasian and Central Asia,,2009,62.594846304083
Caucasian and Central Asia,,2010,63.2134229536708
Chile,CHL,1990,79.2233243992374
Chile,CHL,1991,82.3689035122667
Chile,CHL,1992,84.6581193425018
Chile,CHL,1993,84.628361234859
Chile,CHL,1994,83.6265805703122
Chile,CHL,1995,83.0897572541955
Chile,CHL,1996,81.0348042165461
Chile,CHL,1997,81.1422235545826
Chile,CHL,1998,78.5581507232561
Chile,CHL,1999,78.5677293323367
Chile,CHL,2000,80.9831718899568
Chile,CHL,2001,82.4662479763263
Chile,CHL,2002,80.8035199281988
Chile,CHL,2003,80.5263885200575
Chile,CHL,2004,78.7345438188675
Chile,CHL,2005,76.9953118879596
Chile,CHL,2006,77.552910317272
Chile,CHL,2007,74.8991870582094
Chile,CHL,2008,74.5656532381699
Chile,CHL,2009,76.3764321781815
Chile,CHL,2010,77.0247607942672
China,CHN,1990,75.9719849443343
China,CHN,1991,78.6695295177381
China,CHN,1992,77.6226627262592
China,CHN,1993,76.4639327655904
China,CHN,1994,75.3494585918021
China,CHN,1995,74.2809577373824
China,CHN,1996,73.8249824556049
China,CHN,1997,72.0449215915975
China,CHN,1998,72.5879639448829
China,CHN,1999,70.0715621028579
China,CHN,2000,69.2835144096628
China,CHN,2001,70.226201358198
China,CHN,2002,67.7203851315069
China,CHN,2003,65.4574408047067
China,CHN,2004,63.8809917463068
China,CHN,2005,64.1351894223848
China,CHN,2006,63.1237594157264
China,CHN,2007,63.7478791091299
China,CHN,2008,64.5400515204241
China,CHN,2009,62.2972529016407
China,CHN,2010,61.6494532663071
Colombia,COL,1990,78.1035442979885
Colombia,COL,1991,78.8429971976501
Colombia,COL,1992,76.8588892999253
Colombia,COL,1993,79.6593091298632
Colombia,COL,1994,80.8315957386528
Colombia,COL,1995,81.5268851246202
Colombia,COL,1996,82.9843670714711
Colombia,COL,1997,81.2716217602754
Colombia,COL,1998,77.0694634999741
Colombia,COL,1999,81.3372690285846
Colombia,COL,2000,81.8393463158745
Colombia,COL,2001,82.3315506455393
Colombia,COL,2002,82.7371643803906
Colombia,COL,2003,81.863422339344
Colombia,COL,2004,82.0496908491113
Colombia,COL,2005,80.0760873876715
Colombia,COL,2006,77.8580862320692
Colombia,COL,2007,80.5376514678887
Colombia,COL,2008,80.5267411796788
Colombia,COL,2009,72.9654418023653
Colombia,COL,2010,69.5397963351446
Congo,COG,1990,77.7989630311171
Congo,COG,1991,77.9327911612094
Congo,COG,1992,77.4374932316369
Congo,COG,1993,77.0589112214329
Congo,COG,1994,80.2649136461904
Congo,COG,1995,73.0945132285241
Congo,COG,1996,75.8431464952663
Congo,COG,1997,74.2861824060594
Congo,COG,1998,74.4578423249324
Congo,COG,1999,71.2639639578236
Congo,COG,2000,71.997576845675
Congo,COG,2001,72.0782110158706
Congo,COG,2002,70.6435535186228
Congo,COG,2003,69.1915263280691
Congo,COG,2004,69.9776622681015
Congo,COG,2005,68.9516587067242
Congo,COG,2006,71.4608556723375
Congo,COG,2007,70.2142123826758
Congo,COG,2008,75.5083285315653
Congo,COG,2009,71.033134021815
Congo,COG,2010,73.8768950042448
Costa Rica,CRI,1990,89.2428430545458
Costa Rica,CRI,1991,87.0908526221279
Costa Rica,CRI,1992,78.435987012416
Costa Rica,CRI,1993,76.686306595755
Costa Rica,CRI,1994,83.4322625264012
Costa Rica,CRI,1995,82.8405683940226
Costa Rica,CRI,1996,83.7455892636453
Costa Rica,CRI,1997,81.2871321553782
Costa Rica,CRI,1998,85.2613212597007
Costa Rica,CRI,1999,82.2838334166457
Costa Rica,CRI,2000,77.1259893028095
Costa Rica,CRI,2001,79.5202325647749
Costa Rica,CRI,2002,78.7710262711688
Costa Rica,CRI,2003,77.968063275481
Costa Rica,CRI,2004,76.7175287037374
Costa Rica,CRI,2005,79.5620752696103
Costa Rica,CRI,2006,75.2829006056193
Costa Rica,CRI,2007,77.0685475532084
Costa Rica,CRI,2008,76.2689579122633
Costa Rica,CRI,2009,74.6688579387012
Costa Rica,CRI,2010,74.4821132046002
Cote d'Ivoire,CIV,1990,66.6244650693379
Cote d'Ivoire,CIV,1991,66.6088945790196
Cote d'Ivoire,CIV,1992,61.9982164907728
Cote d'Ivoire,CIV,1993,60.8134529815972
Cote d'Ivoire,CIV,1994,60.732162272312
Cote d'Ivoire,CIV,1995,64.2580928638758
Cote d'Ivoire,CIV,1996,59.1132289272012
Cote d'Ivoire,CIV,1997,60.4186119318531
Cote d'Ivoire,CIV,1998,60.412653598557
Cote d'Ivoire,CIV,1999,61.4488542808669
Cote d'Ivoire,CIV,2000,63.3652080876148
Cote d'Ivoire,CIV,2001,65.4986182515753
Cote d'Ivoire,CIV,2002,61.7874387182195
Cote d'Ivoire,CIV,2003,62.0060453996091
Cote d'Ivoire,CIV,2004,55.1300580353836
Cote d'Ivoire,CIV,2005,52.6187687613164
Cote d'Ivoire,CIV,2006,57.5404686467817
Cote d'Ivoire,CIV,2007,53.8560182582024
Cote d'Ivoire,CIV,2008,54.6062781571244
Cote d'Ivoire,CIV,2009,56.8681853808889
Cote d'Ivoire,CIV,2010,54.7644228934889
Croatia,HRV,1990,72.0505800255405
Croatia,HRV,1991,73.5350612906954
Croatia,HRV,1992,73.0146937324902
Croatia,HRV,1993,70.7508925578583
Croatia,HRV,1994,74.3906605908674
Croatia,HRV,1995,74.7433347679036
Croatia,HRV,1996,74.49863649819
Croatia,HRV,1997,75.4268407325321
Croatia,HRV,1998,72.0622495988947
Croatia,HRV,1999,75.7811375185148
Croatia,HRV,2000,77.2287132517961
Croatia,HRV,2001,76.1451338198305
Croatia,HRV,2002,74.941440210888
Croatia,HRV,2003,75.6024250617714
Croatia,HRV,2004,77.8946355049754
Croatia,HRV,2005,78.6176507834671
Croatia,HRV,2006,79.2502273842567
Croatia,HRV,2007,76.9091083059665
Croatia,HRV,2008,80.2116829158535
Croatia,HRV,2009,79.5278975762285
Croatia,HRV,2010,80.7096082537832
Cuba,CUB,1990,79.6762264411414
Cuba,CUB,1991,77.5042567329048
Cuba,CUB,1992,75.9601948564465
Cuba,CUB,1993,72.9142153454917
Cuba,CUB,1994,71.8978930142364
Cuba,CUB,1995,70.486514592244
Cuba,CUB,1996,72.1707606789619
Cuba,CUB,1997,76.5507363595294
Cuba,CUB,1998,78.3700951853268
Cuba,CUB,1999,80.1867719216594
Cuba,CUB,2000,75.8024747632153
Cuba,CUB,2001,79.4684109316365
Cuba,CUB,2002,68.4233726177938
Cuba,CUB,2003,62.748975495136
Cuba,CUB,2004,63.5226073023991
Cuba,CUB,2005,64.3447032958738
Cuba,CUB,2006,63.4985100704213
Cuba,CUB,2007,66.2393889961748
Cuba,CUB,2008,59.6443244742996
Cuba,CUB,2009,55.760149576371
Cuba,CUB,2010,56.7423974678576
Cyprus,CYP,1990,64.16295129834
Cyprus,CYP,1991,72.1332372093407
Cyprus,CYP,1992,68.2376357382115
Cyprus,CYP,1993,66.3838494488464
Cyprus,CYP,1994,61.1528474466588
Cyprus,CYP,1995,71.9258992917967
Cyprus,CYP,1996,68.3576981810908
Cyprus,CYP,1997,70.2048741225424
Cyprus,CYP,1998,68.0323059692165
Cyprus,CYP,1999,70.1075979882338
Cyprus,CYP,2000,67.4236971320789
Cyprus,CYP,2001,68.620840907933
Cyprus,CYP,2002,69.0430106148903
Cyprus,CYP,2003,66.2379478204894
Cyprus,CYP,2004,72.5058542833265
Cyprus,CYP,2005,71.5040097876214
Cyprus,CYP,2006,69.6869683555281
Cyprus,CYP,2007,68.5063139789583
Cyprus,CYP,2008,67.373468321145
Cyprus,CYP,2009,68.0274840834577
Cyprus,CYP,2010,70.4857366776366
Czech Republic,CZE,1990,69.186259281161
Czech Republic,CZE,1991,67.2580544859634
Czech Republic,CZE,1992,65.905840088535
Czech Republic,CZE,1993,64.9363761048245
Czech Republic,CZE,1994,63.8027434003488
Czech Republic,CZE,1995,64.7039272135571
Czech Republic,CZE,1996,64.1091421196895
Czech Republic,CZE,1997,62.6643293498892
Czech Republic,CZE,1998,62.5824250960262
Czech Republic,CZE,1999,64.2821123776403
